address,city,compname,contents,education,industry,jobgood,jobname,jobway,month,salary,size,url
北京,北京,一点资讯,职位描述：1、辅助完成数据提取和整理工作；2、制作常规的数据报告；3、根据项目需要，制作数据研究报告。任职要求：1、统计、广告类相关专业本科及以上学历；2、能够熟练使用EXCEL和PPT；3、良好的数据敏感度与逻辑分析能力，具备良好的沟通能力、团队精神。4、会SQL、hive的优先考虑。1、150-180rmb/日薪2、互联网领域的实习经验3、自由的成长空间，转正机会,本科,计算机/互联网,职位诱惑：福利待遇好 双休 有转正机会 工资高,数据分析实习生,5天／周,实习4个月,150-180／天,500-2000人,https://www.shixiseng.com/intern/inn_hxwrsy6m8mnv
成都,北京,麦可思,职位描述：【岗位职责】1.负责各类常规项目数据分析，根据数据分析结果撰写相应分析报告；2.参与定制化项目设计，根据客户需求，挖掘数据信息，撰写相应的分析报告。【任职资格】1.社会学、统计学、应用数学、信息与计算科学等相关专业本科及以上学历；2.有相关实习或工作经验者优先；3.熟悉Office软件的常用功能，尤其熟练运用Word和PowerPoint编辑、排版，Excel图表及数据分析，会操作常用统计软件者优先；4.注重细节，对数字敏感，逻辑性强，具备快速学习和分析能力。,本科,教育/培训,职位诱惑：行业领军企业,数据分析员,5天／周,实习3个月,80-100／天,150-500人,https://www.shixiseng.com/intern/inn_qfezkbyctxad
上海,上海,长江众创,职位描述：岗位职责：1、负责海量影视相关数据的挖掘、分析工作；2、在分布式的大数据平台上研究从事数据挖掘、自然语言处理、机器学习等工作；3、负责科学算法的应用工作，结合产品需求，提出指导方案；4、对公司原有产品中的算法提出改进意见，让数据挖掘更准确；5、参与数据建模、算法研究等工作。岗位要求：1、计算机、信息管理、统计、数学及相关专业本科学历以上；2、具备机器学习、自然语言处理、海量数据挖掘、文本处理、海量检索之一经验；3、至少熟悉Java、Python、R等一门语言，动手能力强，有实践经验优先考虑；4、有Spark、Hadoop、NoSQL、SQL技术应用经验的优先考虑；5、有影视数据分析经验的优先考虑；6、一周3天或以上，实习期至少6个月以上，优秀者可留用。,本科,计算机/互联网,职位诱惑：新平台、新挑战、新机遇,数据分析师,3天／周,实习6个月,150-200／天,50-150人,https://www.shixiseng.com/intern/inn_0zghvkbpqmqz
上海,上海,长江众创,职位描述：职位描述：岗位职责：1、协助数据库架构师数据库清洗规则调研2、数据清洗调研3、配合其他部门进行的数据处理、查询，统计和分析工作。4、项目经理交代的其他工作任职资格：1、本科及以上学历，计算机、应用数学、统计、运筹学相关专业优先；2、具有良好的逻辑分析能力与表达沟通能力，快速的学习能力和业务理解能力，文档整理规范、条理清晰；3、对工作有强烈的责任心，对大数据有极大热情。4、在这里你会能接触到数据分析师的数据建模、数据库使用、Python学习的指导5、每周工作3天以上,本科,计算机/互联网,职位诱惑：新平台、新挑战、新机遇,数据调研分析,3天／周,实习4个月,100-150／天,50-150人,https://www.shixiseng.com/intern/inn_bpva2nij87gb
大连,大连,西山居,职位描述：岗位描述1.负责网游运营数据的整理和分析工作，提交相关数据分析报告2.为运营决策，产品设计等方面提供数据支持和参考3.负责同开发等其他部门同事沟通并解决相关数据问题4.协助建设和完善公司内数据挖掘分析平台5.负责行业内情报信息的搜集和对应的数据整理分析任职要求1.有非常丰富的游戏经历，热爱游戏2.计算机、数学、数理统计等专业优先3.熟练使用Excel、SPSS等数据分析工具4.熟练掌握SQL语句5.具有对数据的高度敏感度和耐心、严谨、细致的工作态度6.具有严谨的逻辑思维能力和优秀的学习能力注：如果你热爱游戏，诚挚的想加入游戏行业，请在你的简历中说明，比如你的游戏经历等和游戏有关的内容。,本科,计算机/互联网,职位诱惑：一对一导师制、实习补贴、免费宿舍、餐饮补助等,数据分析师(实习生),5天／周,实习13个月,100-150／天,150-500人,https://www.shixiseng.com/intern/inn_xn7hlmdchhbe
广州,广州,广发基金,职位描述：岗位职责:1、负责公司经营分析相关的数据开发和处理工作；2、参与基金行业数据分析工作。任职资格:1.熟练使用SQl语句，掌握python或者R，；2.有良好的数据分析意识和开发能力。3.每周3天以上，需至少实习2个月以上。注：本岗位暂无留用机会。,硕士,金融,职位诱惑：基金公司大平台学习机会,数据分析实习生,3天／周,实习3个月,100-120／天,150-500人,https://www.shixiseng.com/intern/inn_obw1msls83yl
北京,北京,阳光保险集团,职位描述：岗位职责：1.基于数据分析进行业务洞察，发现各类运营问题和新业务机会，提供改进优化建议和业务决策，提升或创造商业价值；2.构建业务分析的策略，参与整体数据系统的设计、开发和落地3.负责项目的需求调研、数据分析、商业分析及数据挖掘建模等工作；4.根据实际业务要求，完成较深入的专项数据分析并形成分析报告；5.独立研究数据挖掘模型，参与数据挖掘模型的构建、维护、部署和评估工作。任职要求：1.第一学历为985/211学校本科；最高学历为硕士及以上；2.计算机、数学、统计学、数据挖掘、数量经济学等专业；3.熟悉数据统计和数据建模，有海量数据分析经验，熟练使用SAS、SPSS或R语言，专业的SQL、Excel操作技巧；4.有优秀的数据分析能力和需求分析能力，较好的业务理解能力，能够独立开展业务调研、数据分析、报告编写工作；5.了解hadoop、hive、分布式数据仓库者优先。,硕士,金融/保险,职位诱惑：发展前景,未来之星-集团大数据分析实习生,5天／周,实习3个月,120-150／天,2000人以上,https://www.shixiseng.com/intern/inn_eehpgaqcps72
广州,北京,东方国信,"职位描述：该职位接受暑期实习&长期实习。职位描述招聘人数：8人实习天数：4天/周职位职责：基本要求：1、一本高校，211或985高校优先2、专业不限，大三保研/研一/研二优先，熟悉SQL者优先，有统计学、计算机专业背景、编程或数据处理经验者优先3、实习地点主要为广州，根据项目需要，接受适当出差（或实习地点直接在出差地点东莞、深圳等省内城市）4、实习时间至少为6个月,每周可实习时间至少4天（不含周末），根据工作进度会有适当加班5、为人踏实，愿意从事基础数据处理工作6、思维活跃，在进行数据分析和挖掘工作时积极参与到团队讨论中并乐于提出想法7、数字敏感性强，喜欢数据挖掘工作8、进取心强，愿意不断学习业务知识、各类数据分析、建模技能工作内容：1、基础数据处理与分析2、分析数据，更新各类报表3、配合业务人员，通过大数据解读用户行为，提出业务建议4、配合建模人员进行大数据挖掘与建模实习收获与待遇1、数据分析工作的技能与方法2、大数据分析与挖掘经验，行业领先解决问题的方法3、获得东方国信实习证明，表现优异者将获得转正资格。4、实习薪资本科2500元/月，研究生3500元/月",本科,"计算机/互联网,通信",职位诱惑：获得东方国信实习证明，表现优异者将获得转正资格,数据分析实习生,3天／周,实习12个月,110-150／天,2000人以上,https://www.shixiseng.com/intern/inn_1nfxlesmn4xt
广州,北京,东方国信,"职位描述：【岗位职责】1.学习数据库开发、java开发、数据挖掘及大数据开发技术；2.学习本地项目业务流程，完成基本开发任务；3.负责客户意见反馈与问题跟踪，自行解决简单问题；4.实习期满视个人能力及工作意愿转相应开发岗位。【岗位要求】1.具有全日制普通高等院校本科(含)在读生或应届毕业生，计算机、软件、数学、统计等相关专业；2.对软件开发有浓厚兴趣，有志于投身民族软件事业；3.有良好的沟通与团队合作精神，有较强的分析解决问题的能力；4.熟悉一种或几种主流数据库，如Oracle,Hive,Mysql,SQLServer等并且能熟练编写SQL语句（数据库开发方向）；5.熟悉数理统计原理，熟悉R、CLEMENTINE、SAS等（数据分析挖掘方向）；6.熟悉java、JSP、javascript和HTML、XML（java开发方向）；",本科,计算机/互联网,职位诱惑：转正后13薪+年终奖+六险一金+节日礼品+员工体检等,实习工程师岗位（JAVA开发、数据开发、数据分析挖掘方向),5天／周,实习12个月,115-200／天,2000人以上,https://www.shixiseng.com/intern/inn_ajuh2mednnzp
上海,上海,快牛金科,职位描述：【岗位职责】1.运用数据分析/统计学习的理论和方法，深入挖掘和分析用户行为、业务数据；2.定期完成量化的工作任务，独立负责和解决所负责的任务；3.与团队内部以及需求部门进行有效沟通，跟进项目进度以及解决相关数据问题。【岗位要求】1.大三大四或研一研二在读学生（也接受应届生），统计学、金融学、市场营销或计算机相关专业；2.逻辑思维强，有独立思考能力，考虑问题全面、细心；3.一周保证能够正常到岗4天及以上。,本科,"计算机/互联网,金融",职位诱惑：大牛带队、快速成长、接触全面,数据分析助理,4天／周,实习13个月,200-280／天,500-2000人,https://www.shixiseng.com/intern/inn_vnzyrabua2c4
北京,北京,柠檬微趣,职位描述：该职位接受暑期实习。工作职责：1、开发和维护自动数据统计分析脚本2、开发和维护数据ETLpipeline保证数据导入及时准确3、管理大数据平台数据组织结构任职要求：1、精通SQL2、熟悉bash等shell脚本语言3、有复杂SQL查询经验者优先,不限,计算机/互联网,职位诱惑：牛人多，福利好，给最大的成长空间,数据分析,3天／周,实习3个月,150-250／天,50-150人,https://www.shixiseng.com/intern/inn_tlfhpvtml3gt
上海,上海,贝塔斯曼,职位描述：欧唯特“模范生加速发展计划”面向上海各大高校优秀学生，是为2018年将毕业的你量身打造的校园项目。你将由我司经理级别以上人员直接带教，接受定制培训，参与项目实战，如被录用，三年后的你即有机会晋升为经理级别人员。在欧唯特，你可以有:1.高颜值的小伙伴和温馨和谐的团队氛围;2.高大上的办公环境;3.福利大礼包，包括但不限于节日礼物，年度旅游，免费健身房岗位职责：1.利用公司运营数据以及专业分析工具(SQL)对公司网站数据进行深入分析，提出解决方案。2.探究用户行为习惯特征，优化公司产品收益。3.为客户提供可行性研究，形成报告(Excel&amp;PPT)。4.与其他部门共同沟通、讨论，进而高效解决问题。岗位要求：1.本科以上学历，数学/统计/计算机相关专业背景，有意向往运营及数据分析方向发展。2.思路严谨，专注力强，逻辑性强。3.基本数据处理能力，熟练使用常见的统计分析软件(SQL/Excel等)，SQL语句熟练者优先。4.良好的理解能力、人际沟通能力和报告撰写能力。,本科,企业服务,职位诱惑：德企500强 可留用 环境高大上,管理培训生(数据分析方向),5天／周,实习12个月,120-121／天,500-2000人,https://www.shixiseng.com/intern/inn_jbiine4afyuw
北京,北京,搜狗,"职位描述：[岗位职责]：1、负责完成风控数据分析类工作，包括数据提取，整理，展现，并形成分析报告2、负责完整的风控数据分析体系，包括个案分析，整体数据监控及预测等，及时发现和分析隐含的数据变化及问题，为风控决策提供数据支持3、根据实际业务模式，进行其他数据项目分析工作[职位要求]：1、本科及以上学历，数学，统计，计量经济学，金融，计算机等相关专业优先2、具备互联网金融公司风控数据分析实习经验者优先，了解信贷等风险流程与操作经验者优先3、具备数据业务分析完整项目经验者优先4、至少熟练使用以下其中一种统计软件，包括;Hive,SQL,R,SAS,Python,VBA,要求熟练掌握excel，ppt，word等办公软件5、具备较强的数据敏感性，逻辑思维能力，组织沟通能力及项目执行能力",本科,互联网,职位诱惑：公司前景好，办公环境佳,金融数据分析实习生,4天／周,实习3个月,160-199／天,2000人以上,https://www.shixiseng.com/intern/inn_o1ztehrwu5mt
广州,广州,广州联通,职位描述：该职位接受暑期实习&amp;长期实习。【岗位名称】：数据分析实习生【工作地点】：广州市天河区华景新城中山大道西141号中国联通【岗位职责】：1.市场环境和行业趋势分析，撰写分析报告等；2.撰写部门活动的宣传稿件等；【岗位要求】：1.熟练使用MSOffice软件，有数据处理经验，做事严谨认真；2.工作积极主动，能迅速适应工作环境；3.文字功底能力强；【实习时间】：2018年7月----2018年8月【实习工资】：860元/月【联系方式】：如有意向可投简历至邮箱,不限,通信,职位诱惑：500强实习,数据分析实习生,3天／周,实习2个月,80-100／天,2000人以上,https://www.shixiseng.com/intern/inn_suqnvf1forap
北京,北京,滴滴出行,职位描述：该职位接受暑期实习&amp;长期实习。部门直招_滴滴出行地图事业部招聘数据分析实习生数据分析实习生工作职责：1.结合业务发展进行数据处理分析2.策略迭代的效果进行评估3.自驱进行探索性分析岗位需求：1.热爱互联网，逻辑清晰，表达清晰，主动承担；对统计分析学有一定的基础2.熟悉linux环境/shell基本命令，熟练使用RorPython(Pandas)以及相应的可视化基础，并且熟悉相应的数据结构与功能特点，有使用Tableau等BI工具经验更佳。3.了解hadoop/hive/spark，熟练SQL各类指令，有数据挖掘机器学习背景优先4.具备快速学习能力，良好的沟通和主动思考的能力，对业务分析感兴趣。5.每周来公司&gt;=4天，实习时间&gt;4个月6.表现优异者有秋招转正机会成长速度快，部门氛围融洽，公司福利赞，工作量饱和，欢迎意气风发的各位学弟学妹们前来投递！！！,不限,互联网,职位诱惑：顶级独角兽公司，基础扎实，~小哥哥小姐姐人都超级nice的~,数据分析,4天／周,实习3个月,200-260／天,2000人以上,https://www.shixiseng.com/intern/inn_huf3cgwjbey9
北京,北京,字节跳动,职位描述：该职位接受暑期实习&长期实习。职位描述1、梳理业务逻辑，对业务数据进行分析和监控，数据驱动支持业务改进;2、主要面向审核、搜索两大方向做数据分析;3、辅助进行产品方案的改进。职位要求1、要求能熟练使用SQL，本科及以上学历，计算机、统计、数学相关专业优先;2、加分项：熟练使用Python/R，熟悉常用的数据统计和分析方法；3、熟悉数据仓库&amp;Hive，了解数据仓库建模、数据可视化、数据分析与建模；4、抗压能力强，沟通协调推动能力强，积极主动，肯思考，具有独当一面的能力。公司福利1.免费三餐，免费健身房游泳馆，无限零食下午茶，高大上的办公环境2.不定期的各种分享活动，和各类geek们交流，大家互相学习，共同提高3.弹性工作制；有竞争力的薪水，快来投递简历吧~,本科,移动互联网,职位诱惑：免费三餐，免费健身房游泳馆，无限零食下午茶，高大上的办公环境,数据分析师实习生-北京,3天／周,实习3个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_f6qvecbafqab
上海,上海,Teambition,职位描述：该职位接受暑期实习&amp;长期实习。职位描述：在Teambition数据分析团队，你可以深入了解如何通过数据衡量产品，用数据驱动业务，如何从纷繁复杂的数据中进行探索。在这里，你和我们共同成长，推动公司的业务发展。工作内容：??理解产品和业务，参与业务相关日常报表的维护与开发；??监控和跟踪数据异常波动情况，并能够分析问题；??研究公司用户及运营数据，协助完善数据分析体系；??与业务部门和产品部门合作，为推进公司整体运营效率的提升提出建议。任职要求：??本科及以上学历，数学、计算机，统计学，经济，或金融等相关专业；??了解常用的统计模型，了解SPSS/R/Python等工具；??了解数据库以及SQL的使用；??具备较强的逻辑思维能力和数据敏感性；??具备良好沟通能力，学习能力，积极主动，乐于分享，和团队协作精神。,本科,计算机/互联网,职位诱惑：腾讯投资 产品优秀 团队极客 福利优厚 实习/校招,数据分析师实习,5天／周,实习10个月,300-400／天,150-500人,https://www.shixiseng.com/intern/inn_ovwxfxzttoy7
北京,北京,蓝港互动集团,"职位描述：该职位接受暑期实习&长期实习。岗位职责：1、检核数据后台各游戏的数据是否有异常，及时报告疑似异常的指标并进行核对；2、针对业务部门提出的数据问题及时进行解答，并对其提出的数据需求及时进行处理；3、对广告及运营的指标有一定的了解。任职要求：1、19届计算机、数学或者统计学相关专业本科以上学历,思维清晰、逻辑严谨、头脑灵活；2、熟练使用SQL（包括HIVE、oracle、mysql等），并会用excel函数、透视表；3、具备良好的分析、沟通能力，喜欢游戏，熟悉数据收集、数据清洗、数据分析，并有良好的团队协作与协调能力。实习期福利待遇优厚哦，工作地点在北京望京，非北京地区的同学不用为住宿发愁啦~1、实习期工资：140-180元/天；2、每月有400元餐补；3、公司提供实习期免费住宿；4、培训制度完善，每位实习生都有导师带领.",本科,计算机/互联网,职位诱惑：公司提供免费住宿、每位实习生都有导师带领,数据分析师,5天／周,实习8个月,140-180／天,500-2000人,https://www.shixiseng.com/intern/inn_0pj9wmoctlab
上海,上海,长江众创,职位描述：数据分析师（有数啦）岗位职责：1、数据采集、清洗；2、对所采集数据进行统计分析，数据可视化等形成文档；3、国外大数据及人工智能前沿科技文案翻译工作；4、有数La微信公众号内容编辑工作；5、公司安排的其他相关工作。任职资格：1、计算机，信息管理、统计学等专业优先；2、熟练使用python，同时掌握SQL或R者优先；3、可以使用爬虫技术进行数据采集；4、快速处理系统突发事件的能力，较强的学习和创新能力，良好的沟通能力、团队合作精神。5、薪资100-150元/天，一周3天或以上优先。数创空间事业部简介数创空间事业部是上海长江众创的核心业务部门，负责打造大数据人工智能生态圈，包括专家库、人才库、培训库。我们团队有美美的小姐姐，帅气的小哥哥，谈天说地的段子手，每个人都热情有亲和力，乐于指导你并与你共同学习进步；年后办公地址将搬迁至徐汇滨江西岸人工智能基地；作为一个快速发展壮大的部门，只要你有才，有想法，坚持做，就有很大的升值空间！具体收获如下：1、快人一步接触全世界的发展趋势：大数据和人工智能。在这里有机会接触国内学界业界的大数据/人工智能大咖，开阔眼界，丰富知识的深度和广度。2、免费参加公司举办的各类线上线下活动与培训，包括线上直播课、读书会、各类金融、科技、创业主题沙龙、大数据人工智能技能培训等。3、提升自身综合能力，为今后职业发展打下坚实的基础，公司提供广阔的晋升空间。4、工作业绩将会直接影响你的薪资调整，表现优异者将优先录用为长江众创的正式员工。联系人：丁女士公司地址：浦东新区浦东大道981号6楼,不限,计算机/互联网,职位诱惑：新平台、新挑战、新机遇,数据分析师,3天／周,实习3个月,120-150／天,50-150人,https://www.shixiseng.com/intern/inn_aufesvumbm8d
北京,北京,便利蜂,"职位描述：工作职责1.对公司的产品、市场或销售数据进行深入分析和建模，发现数据背后的特征规律和商业机会；2.能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；3.完成产品、运营、商品、财务等部门的报表处理和数据提取需求，配合业务部门的项目给予数据支持，跟踪分析日、周、月数据；4.建立监控指标体系，通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解用户任职资格1.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、PPT等工具，有R、Python、spark等使用经验优先；2.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；3.具备良好的沟通能力、逻辑思维能力、高强度抗压能力和团队合作能力；4.严谨的逻辑思维、数理逻辑分析能力强,敏锐的商业感觉，能制定出清晰的策略；5.数学、统计、计算机等相关专业优先；",本科,"计算机/互联网,其他",职位诱惑：牛人多、成长快,数据分析实习生J10989,3天／周,实习5个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_9z3qagz5kj4n
北京,北京,国网能源研究院,职位描述：国网能源研究院（简称国网能源院）是国家电网公司的全资子公司和直属科研单位，是国家电网公司的战略与运营管理研究机构。国网能源院前身是1984年成立的北京水利电力经济研究所（1995年更名为北京动力经济研究所），1999年与中国电力科学研究院电力技术经济研究所等机构合并组建国家电力公司动力经济研究中心，后更名为国电动力经济研究中心，2006年更名为国网北京经济技术研究院。2009年8月，根据国家能源发展和国家电网公司发展的需要，国家电网公司批准国网北京经济技术研究院实施业务分立，以软科学研究力量为主组建国网能源研究院。2009年10月25日，国网能源研究院正式挂牌成立。根据国家能源电力及国家电网公司发展需要，国网能源院确立了到2020年建成“国际一流”能源电力及企业战略运营管理研究机构的发展目标，服务国家电网公司战略创新与管理创新，为政府决策和政策制订提供咨询服务，以高水平的研究成果推动能源电力行业科学发展。专业要求：能源经济、新能源、国际关系类工作内容：调研整理世界主要国家经济社会情况、能源电力战略分析与整理、清洁能源发展情况等。工作时长：8:30-16:30食宿条件：不提供住宿和早午餐。早晚班车上下班。,硕士,能源/电力,职位诱惑：发展前景、工作氛围良好,能源数据整理及分析咨询,5天／周,实习5个月,180-200／天,150-500人,https://www.shixiseng.com/intern/inn_ajmf228lep4k
北京,北京,人人车,"职位描述：工作内容：1.负责用户行为分析，完善用户画像。2.参与开发用户与车画像系统，为公司内部提供用户与车的画像输出。3.负责根据业务需要进行统计分析。4.搜索优化相关分析。任职要求：1.统计学，数学，计算机专业本科以上学历。2.熟悉sql语法，对于mysql,hive下的sql语法有全面的了解。3.至少有python、java、shell一种编写能力。4.熟悉常见机器学习算法。",本科,计算机/互联网,职位诱惑：团队氛围好，技术牛，有转正机会,数据分析实习生,5天／周,实习6个月,100-200／天,2000人以上,https://www.shixiseng.com/intern/inn_z1gp3rlekiir
上海,上海,交复医学,职位描述：在这个岗位上，您将有机会：1.广泛接触不同的高通量测序数据，参与科研服务项目；2.掌握不同的高通量测序技术。加入交复科研学术团队，提供专业科研技术服务；3.共同完成科研服务项目，充分掌握当前最前端的医学科研信息。一、工作内容：1.负责疾病相关高通量测序数据分析代码撰写及测试；2.负责生物信息学分析报告整理；3.撰写项目代码相关的技术文档。二、工作要求：1.具有生物学/统计学/生物信息学及相关专业；2.熟悉高通量测序（重测序；基因组、转录组分析；比较基因组学等）；3.熟悉Linux系统，熟悉常用编程语言（perl/python/R等任一种）；4.熟悉常用生物信息分析软件、生物数据库网站；5.能够独立配置高通量数据分析服务器尤佳。三、薪酬待遇：1.试用期3个月，税后10000元，表现优秀可提前转正；2.基本薪资：转正之后，税后年薪20万元起；3.福利待遇：五险一金+住房补贴+全勤+年终奖+优秀员工激励奖+节日福利；4.休假体系：法定假期，带薪病假，婚假产假，年假5天，春节延长假期7天；5.公司活动：不定期组织聚餐、团队建设活动；6.达到上海落户条件的，公司会积极协助落户事宜。四、工作安排：1.工作地点：上海市闵行区剑川路951号交大零号湾1号楼711室上海市杨浦区密云路1018号复旦科技园10号楼乙东301室成都市高新区蜀锦路88号楚峰国际中心4607室2.工作时间：每周周一至周五（单双休轮替制）3.上班时间：08:30-17:304.午休时间：12:00-13:30五、招聘流程：1.报名及简历筛选；2.初次面试；3.入职前学习、考核；4.签订试用期合同，进入试用期；5.通过试用期，签订正式合同。六、联系我们：公司名称：上海交复生物医药科技有限公司上海交通大学办公室：上海市闵行区剑川路951号交大零号湾1号楼711室上海复旦大学办公室：上海市杨浦区密云路1018号复旦科技园10号楼乙东301室四川成都高新办公室：成都市高新区蜀锦路88号楚峰国际中心4607室,硕士,生物/医疗,职位诱惑：高通量舞台；可实习；税后年薪20万起。,高通量测序数据分析工程师,3天／周,实习4个月,200-300／天,50-150人,https://www.shixiseng.com/intern/inn_7czaslb195ti
上海,上海,DKSH,职位描述：职位描述1.协助公司系统录入、编辑、校对文档2.协助相关数据表格的整理、更新汇总3.协助上级领导完成其他相关工作职位要求：1.每周到岗2-3天，英文四级，具备基本英语读写能力、熟练使用Office软件2.细心有条理，工作主动有热情3.大二或大三在读,不限,其他,职位诱惑：外企工作氛围，对数据分析能力有提升,数据分析实习生,3天／周,实习8个月,149-150／天,500-2000人,https://www.shixiseng.com/intern/inn_zyrp70626n3k
广州,广州,旗智传播机构,职位描述：岗位职责：1.梳理客户Brief中的执行重点，将信息上传下达到项目同事及支持团队；2.按月度收集费用相关进度文件，确保费用使用的合规性及进度的合理性；3.确保公关日常及项目工作的正常执行和推进；4.以结果为导向，按时按客户要求和标准对团队的工作产出把关；5.协助上级制定重点项目传播方案及公关亮点内容产出规划；任职要求：1.大学本科以上学历，每周至少有3天可以参加实习；2.广告、传媒、市场营销、公共关系相关专业本科以上学历；3.项目管理能力强，按时间进度有效推进项目并安排工作，并按执行过程及时PDCA修正；4.沟通理解能力强，具备主动思考能力，逻辑清晰，有进取心；5.数据洞察感及敏感性，能对数据进行分析及解读，熟练使用EXCEL、WORD、PPT等办公软件。,本科,"广告,文化传媒",职位诱惑：发展平台大、福利待遇好、办公环境好,数据分析助理,3天／周,实习7个月,80-100／天,150-500人,https://www.shixiseng.com/intern/inn_mubniqzy8h6d
武汉,武汉,武汉网幂科技,职位描述：岗位职责：1.研究国内外各大应用商店ASO算法，并应用至公司APP产品；2.时刻关注安卓各渠道、Appstore排名算法变化，建立数学模型，为产品规划提供基础数据；任职要求：1.本科以上学历，统计学或应用数学相关专业，2017年或2018年应届毕业生；2.对数据敏感，擅长研究及建立数学模型；3.学习能力强，对移动互联网行业有很大热情，极具探索精神；4.具备良好的沟通能力及数据分析能力，做事细心，能够及时发现并解决问题；5.认真严谨，吃苦耐劳，抗压能力强。,本科,计算机/互联网,职位诱惑：协助CEO 周末双休 绩效奖  清晰的发展方向,数据分析实习生,5天／周,实习3个月,183-229／天,15-50人,https://www.shixiseng.com/intern/inn_aeqyctldxg46
西安,西安,博彦科技,职位描述：该职位同时接受寒假实习和长期实习。岗位职责：大数据项目的运营执行，为客户提供舆情信息的筛查、维护，发送敏感舆论的预警，制作舆情日报、周报等各类报表和报告。本职位向项目经理汇报工作。岗位要求：1、大专及以上学历，工作年限不限，沉稳踏实，能适应相对琐碎和枯燥的工作，具备一定的抗压能力。2、行业背景不限，有互联网、舆情、媒体、广告公关工作经验或专业背景优先.3、有一定文字功底，娴熟使用常用办公软件，尤其是EXCEL和PPT。4、优秀应届生实习岗位可转正。,不限,互联网,职位诱惑：公司环境好，提供转正,数据分析初级实习生,5天／周,实习6个月,80-100／天,2000人以上,https://www.shixiseng.com/intern/inn_zidhiwb59qkd
上海,上海,大脚丫,职位描述：　1、分析洞见：通过分析客户和业务数据，提出支撑业务优化的分析洞见与创新策略；2、推动落地：撰写促进方案，推动协同实施，跟踪效果，闭环检视；3、资源规划：参与公司的信息资源管理整体规划，执行资源规划落实项目。任职资格：1.有大型数据库系统管理及数据分析挖掘经验；2.精通SQL语言，熟练掌握Python、SAS、R等其中一种建模语言；3.较强逻辑思维，较好的业务分析能力，具有一定沟通协调能力；具备强烈的意愿和责任感，抗压力强，具有进取心，善于辅导，乐于奉献，乐于与人沟通、分享。,不限,其他,职位诱惑：大数据时代用你的数据走出你自己,数据分析,5天／周,实习3个月,100-200／天,500-2000人,https://www.shixiseng.com/intern/inn_ylmnujmpap8i
北京,北京,新浪微博,"职位描述：职位描述：0.北京在校生，2019年以后毕业1.计算机专业，会java及python,sql2.熟悉数据挖掘，数据建模的一些基本方法3.对大数据及产品工具有一定的了解4.一周保障至少实习4-5天，实习时间为6个月",不限,互联网,职位诱惑：职位诱惑：学习环境好，接触知识面广,数据挖掘分析师,5天／周,实习3个月,150-300／天,2000人以上,https://www.shixiseng.com/intern/inn_knusko4oddhs
深圳,深圳,顺丰科技,职位描述：岗位职责：1、在资深顾问指导下，协助项目团队完成资料的搜集、整理和分析；2、完成数据报表，确保输出数据的准确性；任职要求：1、专业不限，大二、大三在校生优先；2、熟练使用Excel软件；3、能动性强，对数据分析有热情，认真负责、耐心细致、条理清楚；4、良好的沟通能力和团队合作意识；,不限,物流运输,职位诱惑：短期实习、工作氛围好、有大牛带,数据分析实习生,5天／周,实习2个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_zo2yk4zw5ykn
北京,北京,钛媒体,职位描述：岗位职责1.进行实时数据监控，挖掘及研究；2.搜罗寻找新闻、创投等方向的研究数据；3.参与数据简报、新闻选题数据整理及文稿撰写；4.拥有可视化技能者尤佳。岗位要求1.热爱数据新闻，喜欢用数据来讲故事；2.对数据敏感，认真细致，最好有点数据强迫症；3.好奇心爆棚，有团队合作意识，有责任感，无拖延症；4.符合以下部分要求者优先考虑：1)数据相关专业或新闻专业，2)有数据新闻相关经验及作品，3)数据可视化技能出色，4)希望将来从事数据新闻相关工作；5）英文好加分。,不限,"计算机/互联网,文化传媒",职位诱惑：可留任，好平台,数据分析及研究实习生,5天／周,实习8个月,100-150／天,50-150人,https://www.shixiseng.com/intern/inn_5czjikgwdoct
广州,广州,贪玩游戏,职位描述：一、岗位职责：1、负责项目的需求调研、数据分析、商业分析和数据挖掘模型等，通过对用户的行为进行分析了解用户的需求；2、参与业务部门临时数据分析需求的调研、分析及实现，对产品和运营提出优化建议；3、密切关注游戏运营数据，对数据异常及时给出预警；4、需要细致、有责任感、沟通能力强。二、岗位要求：1、17/18本科及以上学历，热爱游戏；2、愿意主动积极沟通，思路清晰，逻辑性强，对数字敏感；3、有企业数据分析经验可加分。三、薪酬福利：1、薪资福利：薪资+全勤奖+年终奖，法定节假日加班享有足额加班费；2、发展方向：人性化的晋升体制，通过内部培训与实践及多方位提拔优秀人才；3、员工福利：提供免费三餐及下午茶；全勤奖、节日福利、丰厚的年终奖；每月员工生日会、部门团建活动丰富；4、团队精神：和谐、融洽的工作氛围及积极向上的企业文化。,本科,计算机/互联网,职位诱惑：公司发展前景好，工作氛围轻松，提供实习补贴及免费三餐,数据分析实习生,5天／周,实习7个月,100-150／天,500-2000人,https://www.shixiseng.com/intern/inn_gtckxouiyni9
